jumlah_siswa;jumlah_guru;rasio_guru_siswa;persentase_guru_bersertifikasi;rata_rata_nilai;prestasi_akademik;akreditasi;persentase_fasilitas_layak;kehadiran_siswa;persentase_lulusan_melanjutkan;status_sekolah
180;8;22.5;72.03;62.87;9;B;59.74;76.69;70.15;Tidak Unggul
537;24;22.38;69.16;76.6;12;B;83.76;83.21;75.8;Unggul
774;52;14.88;80.87;77.66;14;B;88.96;91.42;77.18;Unggul
583;26;22.42;78.63;74.83;10;B;75.18;82.51;66.14;Tidak Unggul
986;53;18.6;77.73;69.65;12;B;72.93;87.58;79.21;Unggul
525;25;21.0;86.86;76.05;17;A;82.97;91.7;77.19;Unggul
493;16;30.81;53.2;66.75;3;C;60.12;78.92;50.0;Tidak Unggul
592;24;24.67;72.44;67.73;10;B;56.65;85.95;78.93;Tidak Unggul
728;43;16.93;73.98;80.98;13;B;65.38;90.97;63.95;Unggul
224;10;22.4;66.49;74.92;11;B;82.24;89.03;80.37;Tidak Unggul
706;35;20.17;71.83;73.26;15;B;55.31;81.69;71.07;Tidak Unggul
921;48;19.19;90.22;77.25;14;B;81.61;95.12;78.54;Unggul
815;30;27.17;61.36;70.37;7;C;64.52;81.75;65.78;Tidak Unggul
304;13;23.38;54.0;82.82;10;C;61.99;86.24;75.51;Tidak Unggul
579;28;20.68;67.04;87.43;11;B;71.14;86.21;69.26;Unggul
512;22;23.27;58.16;62.67;8;C;64.94;80.26;61.93;Tidak Unggul
597;39;15.31;84.67;86.18;18;A;84.39;92.65;93.94;Unggul
383;20;19.15;84.81;90.24;16;A;80.92;89.0;86.47;Unggul
712;40;17.8;80.1;73.56;14;A;83.61;88.31;85.14;Unggul
967;75;12.89;83.53;84.32;21;A;95.43;96.53;98.0;Unggul
411;21;19.57;72.54;77.1;12;B;66.67;84.53;75.79;Tidak Unggul
976;44;22.18;67.66;74.35;13;B;79.44;79.9;74.24;Unggul
274;11;24.91;53.22;62.91;9;B;64.22;80.47;66.78;Tidak Unggul
394;27;14.59;75.93;83.2;14;B;62.26;93.02;85.36;Unggul
691;49;14.1;100.0;85.21;16;B;79.94;94.39;81.55;Unggul
634;22;28.82;56.39;74.4;9;C;65.01;84.45;61.96;Tidak Unggul
271;20;13.55;66.97;86.11;19;A;72.48;92.92;88.42;Unggul
274;8;34.25;74.36;71.01;6;B;62.67;88.09;63.83;Tidak Unggul
698;43;16.23;86.04;84.1;17;A;82.17;95.91;84.71;Unggul
319;13;24.54;67.68;76.28;7;B;68.86;81.0;61.93;Tidak Unggul
273;17;16.06;80.3;77.9;17;A;82.09;93.87;76.87;Unggul
184;8;23.0;69.49;66.66;12;B;67.72;86.4;60.69;Tidak Unggul
236;9;26.22;62.5;73.15;11;C;70.43;79.52;67.28;Tidak Unggul
795;45;17.67;84.33;75.66;12;B;77.87;88.91;69.15;Unggul
857;58;14.78;85.01;75.6;14;B;81.91;87.3;84.46;Unggul
935;34;27.5;70.98;75.15;10;C;64.42;83.54;80.08;Tidak Unggul
350;14;25.0;66.1;78.62;13;B;65.07;85.95;78.92;Tidak Unggul
518;35;14.8;79.85;70.47;14;A;84.46;93.62;81.93;Unggul
946;75;12.61;73.87;84.45;14;B;72.62;93.21;82.45;Unggul
226;8;28.25;69.74;62.77;7;C;72.97;77.77;54.59;Tidak Unggul
208;11;18.91;71.69;82.38;14;A;70.84;95.65;83.86;Unggul
580;27;21.48;69.13;73.77;10;B;69.67;87.79;83.55;Unggul
787;37;21.27;64.02;79.24;11;B;82.17;82.84;67.31;Unggul
649;24;27.04;62.92;71.47;8;B;67.32;81.26;69.55;Tidak Unggul
258;8;32.25;55.93;60.0;5;C;63.55;76.68;59.69;Tidak Unggul
885;26;34.04;66.02;63.75;9;C;69.51;82.86;71.45;Tidak Unggul
427;28;15.25;71.0;73.83;17;A;68.36;95.15;79.67;Unggul
217;11;19.73;89.89;76.57;14;B;74.56;90.79;91.0;Tidak Unggul
218;13;16.77;73.38;80.09;14;A;74.49;89.08;77.81;Unggul
314;16;19.62;65.42;78.55;12;B;70.15;91.44;75.46;Unggul
638;28;22.79;79.19;74.87;10;B;80.4;84.56;79.92;Tidak Unggul
454;32;14.19;100.0;81.25;21;A;87.83;94.28;87.89;Unggul
823;26;31.65;61.7;70.1;7;C;64.66;86.4;63.26;Tidak Unggul
514;37;13.89;78.73;72.68;18;A;79.75;88.56;82.33;Unggul
970;40;24.25;67.25;79.62;12;B;81.25;89.84;78.89;Unggul
528;20;26.4;65.46;65.77;6;C;55.24;81.39;67.41;Tidak Unggul
492;21;23.43;70.94;69.0;5;B;54.85;78.18;63.0;Tidak Unggul
703;45;15.62;77.33;77.48;14;A;78.3;92.38;84.83;Unggul
503;28;17.96;76.95;79.25;15;B;89.35;92.1;78.8;Unggul
565;22;25.68;72.23;64.12;8;B;64.33;84.96;60.4;Tidak Unggul
258;14;18.43;81.29;82.64;14;A;78.84;89.58;77.28;Unggul
712;31;22.97;79.15;65.07;9;B;60.24;88.87;60.91;Tidak Unggul
911;54;16.87;68.31;72.77;12;B;68.5;87.31;79.31;Unggul
646;32;20.19;78.48;70.59;11;B;84.63;84.17;76.82;Unggul
490;19;25.79;66.05;74.32;9;B;49.49;79.37;75.32;Tidak Unggul
532;27;19.7;62.76;76.39;16;B;72.54;86.82;81.94;Unggul
682;30;22.73;84.0;80.28;12;B;59.36;83.93;81.02;Tidak Unggul
449;23;19.52;82.46;84.98;17;B;75.89;88.92;94.16;Unggul
288;13;22.15;70.82;66.05;12;C;73.41;83.1;62.99;Tidak Unggul
508;41;12.39;89.44;82.99;19;A;96.19;94.11;79.81;Unggul
985;55;17.91;81.44;70.85;15;B;68.52;86.3;79.58;Unggul
648;31;20.9;66.99;79.78;11;B;82.15;85.48;72.66;Tidak Unggul
534;26;20.54;78.5;73.2;14;B;64.05;86.8;73.75;Tidak Unggul
753;40;18.82;84.62;77.24;15;B;77.59;91.16;73.86;Unggul
429;24;17.88;64.92;79.25;16;B;82.37;92.33;80.16;Unggul
786;41;19.17;82.79;71.25;8;B;56.5;86.11;67.98;Tidak Unggul
632;36;17.56;69.65;77.55;11;B;68.7;88.43;73.17;Unggul
260;9;28.89;72.35;79.01;8;B;64.51;83.28;68.26;Tidak Unggul
288;11;26.18;65.09;78.83;11;B;52.24;80.39;71.23;Tidak Unggul
584;45;12.98;75.36;75.74;19;A;75.11;85.93;83.81;Unggul
658;54;12.19;77.84;88.45;14;A;76.35;83.58;77.51;Unggul
422;16;26.38;82.8;70.89;10;B;60.88;79.91;69.17;Tidak Unggul
248;12;20.67;90.74;64.99;15;B;72.07;87.12;75.66;Tidak Unggul
913;36;25.36;57.56;66.33;7;B;64.99;82.31;60.95;Tidak Unggul
999;72;13.88;92.29;76.06;15;A;86.27;84.72;88.14;Unggul
253;10;25.3;64.19;67.02;10;C;74.91;80.11;67.46;Tidak Unggul
363;11;33.0;82.56;80.67;7;B;65.33;82.2;69.82;Tidak Unggul
910;41;22.2;76.58;65.34;8;B;56.26;82.7;66.24;Tidak Unggul
813;64;12.7;88.96;80.69;19;A;72.5;92.69;86.65;Unggul
911;51;17.86;77.83;79.25;12;B;89.74;85.13;73.58;Unggul
936;47;19.91;72.93;68.36;11;B;68.68;83.93;73.62;Unggul
314;15;20.93;76.67;74.96;12;B;76.73;84.34;77.5;Tidak Unggul
669;40;16.73;64.85;77.48;13;A;81.8;91.33;78.95;Unggul
433;35;12.37;87.49;79.26;18;A;90.08;97.15;79.82;Unggul
666;25;26.64;60.07;71.37;8;B;75.82;80.66;66.3;Tidak Unggul
806;40;20.15;63.47;68.36;9;B;74.75;82.28;61.22;Tidak Unggul
762;46;16.57;84.1;83.51;12;B;84.82;93.64;71.12;Unggul
313;26;12.04;88.89;83.44;19;A;83.46;90.3;97.23;Unggul
808;27;29.93;54.74;61.15;5;C;64.83;79.87;53.68;Tidak Unggul
213;10;21.3;62.37;71.0;11;B;76.94;91.17;70.97;Tidak Unggul
240;8;30.0;52.61;62.99;5;C;51.43;77.18;56.93;Tidak Unggul
266;8;33.25;65.81;63.82;7;C;79.97;78.97;62.78;Tidak Unggul
416;29;14.34;95.9;86.54;17;A;83.94;90.42;79.85;Unggul
971;54;17.98;70.8;78.72;14;A;67.18;89.58;72.45;Unggul
834;46;18.13;73.84;79.24;9;B;78.64;86.91;67.18;Unggul
708;29;24.41;65.27;67.91;5;B;66.6;81.9;63.55;Tidak Unggul
289;20;14.45;88.64;89.65;16;A;78.68;91.39;77.53;Unggul
395;22;17.95;75.49;76.3;12;B;80.77;80.1;72.8;Unggul
810;26;31.15;66.69;66.95;7;C;57.47;82.45;51.49;Tidak Unggul
907;51;17.78;87.38;83.28;14;A;83.65;87.56;76.51;Unggul
544;19;28.63;53.9;60.0;8;C;66.57;84.5;71.23;Tidak Unggul
636;21;30.29;69.34;66.01;8;C;66.47;84.31;59.92;Tidak Unggul
625;41;15.24;65.41;78.82;15;B;78.56;91.96;82.45;Unggul
666;35;19.03;70.47;77.59;10;B;70.01;88.63;67.28;Unggul
333;16;20.81;75.21;84.34;14;B;90.41;89.76;80.94;Unggul
169;8;21.12;67.33;82.08;12;A;70.28;85.86;82.48;Tidak Unggul
707;31;22.81;79.54;73.93;11;B;74.0;86.11;72.98;Tidak Unggul
673;19;35.42;66.99;61.33;5;C;58.28;82.7;56.64;Tidak Unggul
731;30;24.37;74.7;71.21;10;B;69.82;82.82;67.51;Tidak Unggul
678;45;15.07;78.86;77.33;15;B;87.67;88.91;72.67;Unggul
296;23;12.87;78.39;80.22;19;A;100.0;94.77;91.76;Unggul
815;37;22.03;69.54;76.56;13;B;78.96;86.0;73.18;Unggul
453;27;16.78;81.45;72.15;10;B;76.99;91.2;76.45;Unggul
769;31;24.81;78.76;73.52;10;B;75.44;84.53;61.54;Tidak Unggul
897;46;19.5;83.52;75.72;13;B;86.92;84.35;75.8;Unggul
969;54;17.94;82.6;92.78;14;A;73.52;92.92;85.14;Unggul
731;59;12.39;76.45;84.82;14;A;77.47;89.31;79.66;Unggul
844;38;22.21;49.28;73.21;7;C;60.38;81.39;70.3;Tidak Unggul
911;67;13.6;85.89;86.05;14;A;86.43;88.88;76.18;Unggul
377;17;22.18;66.49;70.1;9;B;66.47;83.24;64.72;Tidak Unggul
251;13;19.31;68.11;74.29;16;B;67.4;87.68;83.11;Tidak Unggul
736;31;23.74;77.24;64.1;12;C;67.56;90.96;76.74;Tidak Unggul
566;27;20.96;85.33;79.88;14;B;76.86;91.03;82.14;Unggul
365;23;15.87;91.45;88.38;18;A;90.79;89.3;88.04;Unggul
556;18;30.89;63.43;60.62;3;C;56.97;77.69;50.0;Tidak Unggul
548;41;13.37;95.78;85.46;20;A;83.61;94.03;96.97;Unggul
864;47;18.38;59.39;78.98;16;A;94.93;84.48;85.04;Unggul
853;56;15.23;93.67;77.92;15;A;86.13;88.77;83.04;Unggul
910;32;28.44;50.62;61.04;3;C;60.67;80.4;64.87;Tidak Unggul
648;22;29.45;58.27;70.8;9;B;66.89;81.92;68.34;Tidak Unggul
903;41;22.02;65.28;78.55;9;C;61.31;89.04;74.6;Tidak Unggul
614;24;25.58;66.74;73.56;12;C;71.79;86.7;60.72;Tidak Unggul
840;30;28.0;70.43;71.07;4;C;45.0;83.96;56.26;Tidak Unggul
880;67;13.13;88.52;95.0;19;B;89.94;94.98;91.6;Unggul
231;9;25.67;60.54;72.77;9;B;45.0;83.2;66.61;Tidak Unggul
753;44;17.11;68.91;76.2;11;B;68.54;84.24;77.16;Unggul
836;26;32.15;79.41;60.0;6;B;60.15;76.77;60.9;Tidak Unggul
900;39;23.08;67.28;72.59;8;B;67.35;83.79;70.24;Tidak Unggul
921;35;26.31;61.06;69.92;9;C;55.19;85.63;58.94;Tidak Unggul
514;21;24.48;58.78;75.84;10;B;67.77;87.05;64.87;Tidak Unggul
312;14;22.29;54.45;71.17;8;B;58.71;85.94;67.87;Tidak Unggul
197;8;24.62;61.66;72.3;14;B;81.18;88.06;73.79;Tidak Unggul
660;51;12.94;80.76;77.0;16;A;76.49;89.64;79.59;Unggul
478;19;25.16;77.59;77.01;10;C;69.37;86.47;69.63;Tidak Unggul
989;43;23.0;79.68;64.25;15;B;78.14;89.77;69.56;Unggul
265;10;26.5;71.92;70.24;6;C;68.51;78.54;56.71;Tidak Unggul
998;42;23.76;78.0;69.2;12;B;79.11;88.0;71.55;Tidak Unggul
486;35;13.89;72.88;90.54;17;A;89.74;93.48;89.37;Unggul
886;46;19.26;76.13;74.52;13;B;64.88;88.23;76.38;Unggul
989;44;22.48;79.0;81.0;13;B;80.3;89.24;80.57;Unggul
296;15;19.73;67.61;73.81;10;C;58.67;87.33;74.26;Tidak Unggul
724;43;16.84;70.19;82.08;13;B;77.34;93.67;86.19;Unggul
955;35;27.29;63.6;79.05;6;B;75.71;83.62;58.03;Tidak Unggul
472;19;24.84;58.3;80.33;10;B;63.25;90.81;67.71;Tidak Unggul
592;29;20.41;65.76;82.23;16;A;66.84;83.92;84.93;Unggul
986;51;19.33;90.05;72.36;11;B;84.27;86.0;70.06;Unggul
162;8;20.25;69.07;83.69;19;A;76.45;85.66;83.55;Unggul
643;38;16.92;66.65;87.77;20;A;87.61;89.74;77.02;Unggul
850;37;22.97;69.43;76.23;13;A;63.98;93.45;78.44;Unggul
436;30;14.53;83.27;82.02;15;B;89.03;93.06;86.94;Unggul
869;32;27.16;70.61;67.09;9;B;75.61;84.05;66.44;Tidak Unggul
263;9;29.22;57.34;74.76;9;C;79.1;86.85;68.58;Tidak Unggul
629;30;20.97;71.86;77.37;9;B;86.72;87.03;73.93;Unggul
171;8;21.38;73.3;73.78;15;B;72.24;88.46;83.7;Tidak Unggul
498;23;21.65;70.22;74.64;13;B;79.78;79.94;65.45;Tidak Unggul
875;60;14.58;77.02;80.51;14;B;85.49;91.8;73.26;Unggul
832;32;26.0;64.99;75.07;13;B;71.44;83.1;73.88;Tidak Unggul
984;54;18.22;77.01;80.26;18;A;86.48;91.96;88.97;Unggul
715;27;26.48;45.0;74.25;8;C;79.2;81.3;72.21;Tidak Unggul
959;35;27.4;57.17;61.88;4;C;52.01;78.89;59.82;Tidak Unggul
469;27;17.37;80.22;93.3;16;B;84.49;92.25;79.36;Unggul
275;15;18.33;70.29;83.99;17;B;93.09;97.07;83.11;Unggul
426;21;20.29;72.06;76.33;12;B;78.97;88.66;76.28;Tidak Unggul
353;22;16.05;79.15;85.2;14;A;72.93;91.21;82.3;Unggul
343;8;42.88;49.52;71.02;9;C;65.92;82.13;67.08;Tidak Unggul
830;36;23.06;59.16;80.16;8;C;52.4;83.37;76.97;Tidak Unggul
813;40;20.32;72.84;83.73;18;B;78.12;93.66;87.78;Unggul
696;35;19.89;73.86;66.67;12;A;64.02;76.88;65.84;Unggul
845;46;18.37;87.77;77.08;13;B;74.72;88.95;79.73;Unggul
435;13;33.46;61.12;70.64;5;C;69.31;75.0;53.15;Tidak Unggul
206;9;22.89;78.7;72.67;9;B;66.49;83.99;67.09;Tidak Unggul
883;47;18.79;76.35;77.99;14;A;79.63;90.06;76.06;Unggul
452;17;26.59;73.58;71.14;12;C;84.96;89.06;71.31;Tidak Unggul
312;13;24.0;70.72;69.55;9;B;73.82;88.12;70.61;Tidak Unggul
168;9;18.67;98.71;82.81;16;B;81.06;94.6;80.7;Unggul
519;33;15.73;72.99;74.04;14;B;73.44;86.83;84.43;Unggul
413;23;17.96;86.89;89.23;16;B;85.76;88.43;88.05;Unggul
943;58;16.26;78.41;75.29;13;B;89.26;87.44;77.59;Unggul
262;9;29.11;65.56;60.0;4;C;49.03;80.73;58.55;Tidak Unggul
637;40;15.92;80.04;77.89;12;B;79.69;92.46;84.7;Unggul
476;18;26.44;69.69;61.39;7;B;57.78;85.44;61.02;Tidak Unggul
691;26;26.58;61.53;62.5;10;B;57.35;84.59;71.61;Tidak Unggul
796;28;28.43;55.54;72.3;8;B;67.19;78.48;66.5;Tidak Unggul
728;29;25.1;58.83;69.28;7;B;65.75;81.8;60.45;Tidak Unggul
214;10;21.4;65.96;62.21;10;B;54.18;86.88;61.84;Tidak Unggul
441;27;16.33;80.34;82.02;16;A;74.35;86.79;78.81;Unggul
174;8;21.75;61.2;69.43;9;C;62.55;89.7;65.8;Tidak Unggul
698;40;17.45;60.5;71.44;14;A;81.58;88.36;83.09;Unggul
150;8;18.75;85.95;83.84;14;A;91.17;92.71;70.75;Unggul
698;31;22.52;79.65;86.45;14;B;67.57;85.62;79.96;Unggul
290;11;26.36;64.44;78.8;7;C;62.71;81.22;62.75;Tidak Unggul
893;62;14.4;88.24;82.2;18;A;93.99;93.92;82.25;Unggul
797;26;30.65;58.58;70.12;6;C;75.99;79.61;74.12;Tidak Unggul
337;16;21.06;74.36;87.19;14;B;58.75;90.14;72.78;Tidak Unggul
277;14;19.79;79.91;82.17;14;A;77.73;87.55;86.32;Unggul
350;14;25.0;60.0;66.95;9;B;67.27;79.54;66.34;Tidak Unggul
276;8;34.5;53.59;62.69;8;B;66.2;80.32;58.36;Tidak Unggul
406;24;16.92;91.2;88.13;18;A;95.71;91.04;89.57;Unggul
825;29;28.45;59.99;60.0;5;C;45.0;80.32;61.82;Tidak Unggul
696;27;25.78;72.8;78.04;11;B;70.56;83.88;64.91;Tidak Unggul
343;15;22.87;60.04;64.35;11;C;69.54;81.77;61.4;Tidak Unggul
852;60;14.2;88.81;79.5;18;A;93.53;91.41;78.64;Unggul
253;9;28.11;61.08;72.4;10;B;71.06;88.25;64.8;Tidak Unggul
684;26;26.31;66.79;78.58;11;B;69.45;80.24;62.19;Tidak Unggul
414;32;12.94;100.0;86.75;18;A;93.37;91.56;93.27;Unggul
951;63;15.1;86.81;76.74;16;A;82.18;87.88;84.87;Unggul
533;37;14.41;90.71;93.73;19;A;100.0;92.07;91.86;Unggul
409;33;12.39;93.89;82.27;18;A;77.56;89.7;90.27;Unggul
563;26;21.65;62.72;63.42;10;C;78.23;80.32;68.13;Tidak Unggul
507;20;25.35;69.04;73.12;8;B;64.44;85.84;68.09;Tidak Unggul
224;10;22.4;66.83;75.67;14;A;70.71;88.03;77.5;Tidak Unggul
504;25;20.16;75.06;79.15;14;B;78.28;89.66;77.89;Unggul
733;21;34.9;73.36;70.19;10;B;59.63;88.1;55.61;Tidak Unggul
920;57;16.14;82.76;86.59;20;B;97.22;92.93;76.62;Unggul
337;15;22.47;85.9;73.95;12;A;66.53;98.76;82.78;Unggul
834;38;21.95;74.17;78.61;16;A;66.3;92.16;71.62;Unggul
439;21;20.9;84.33;69.86;12;A;67.72;84.42;81.28;Unggul
194;13;14.92;85.41;84.71;16;A;85.74;89.43;95.01;Unggul
722;30;24.07;70.14;68.87;10;B;63.95;83.69;66.82;Tidak Unggul
232;16;14.5;75.87;77.49;13;B;58.25;87.57;78.73;Unggul
272;8;34.0;58.39;60.36;5;C;50.05;82.09;53.84;Tidak Unggul
507;32;15.84;83.64;85.66;18;A;79.0;92.56;86.24;Unggul
677;27;25.07;51.25;60.0;6;C;70.93;81.45;71.84;Tidak Unggul
215;11;19.55;73.11;70.13;11;B;79.98;83.96;79.34;Tidak Unggul
806;52;15.5;86.69;85.42;18;A;91.08;95.74;87.59;Unggul
524;21;24.95;76.22;75.99;10;B;50.03;85.48;67.92;Tidak Unggul
311;18;17.28;63.92;87.26;17;A;95.64;94.21;91.65;Unggul
895;35;25.57;82.84;76.09;9;B;64.6;86.05;69.21;Tidak Unggul
529;16;33.06;75.47;68.69;7;B;74.65;87.29;72.38;Tidak Unggul
805;34;23.68;71.5;66.09;8;B;71.83;85.27;62.35;Tidak Unggul
507;41;12.37;82.85;86.41;19;B;77.42;94.06;80.5;Unggul
337;17;19.82;70.95;75.46;17;B;83.86;88.05;82.7;Tidak Unggul
471;17;27.71;75.31;73.93;6;B;60.86;79.55;60.17;Tidak Unggul
599;22;27.23;74.11;69.17;6;C;73.55;84.61;64.62;Tidak Unggul
623;46;13.54;87.65;95.0;18;A;82.97;92.37;92.11;Unggul
162;10;16.2;78.82;87.74;17;B;79.71;95.19;77.67;Unggul
333;11;30.27;65.63;73.3;8;B;59.4;85.18;72.49;Tidak Unggul
260;18;14.44;88.61;86.99;16;B;96.22;94.56;89.67;Unggul
657;33;19.91;68.15;69.58;9;C;68.69;88.11;70.08;Tidak Unggul
439;22;19.95;71.99;80.23;10;B;63.31;86.28;69.6;Unggul
444;20;22.2;70.51;69.7;7;B;72.95;85.59;68.07;Tidak Unggul
600;24;25.0;83.13;60.51;6;C;72.92;80.74;58.86;Tidak Unggul
364;19;19.16;70.66;86.13;15;A;76.13;88.79;78.56;Unggul
781;38;20.55;69.38;75.21;14;B;85.86;84.73;63.73;Unggul
716;40;17.9;84.9;75.49;14;B;88.92;85.04;79.01;Unggul
176;8;22.0;82.73;80.22;14;B;78.27;93.69;71.09;Tidak Unggul
779;27;28.85;67.45;67.79;5;B;59.17;78.2;55.08;Tidak Unggul
882;32;27.56;84.39;73.63;7;C;50.27;77.5;60.43;Tidak Unggul
380;18;21.11;86.64;75.32;14;A;71.31;89.83;83.05;Unggul
714;37;19.3;66.79;82.88;11;B;58.16;87.99;72.97;Tidak Unggul
956;35;27.31;62.57;79.44;10;B;74.38;82.75;75.58;Tidak Unggul
470;28;16.79;80.95;79.8;18;A;82.91;89.96;84.15;Unggul
382;18;21.22;71.64;80.21;12;B;72.56;87.54;88.34;Tidak Unggul
819;35;23.4;72.97;78.61;10;B;51.01;87.01;74.9;Tidak Unggul
586;41;14.29;84.82;95.0;18;B;88.69;93.87;96.75;Unggul
930;68;13.68;88.95;83.51;17;A;89.12;92.09;89.57;Unggul
682;32;21.31;56.52;69.31;14;A;78.11;87.62;81.53;Tidak Unggul
552;29;19.03;67.54;66.82;14;B;75.18;88.7;75.98;Tidak Unggul
202;8;25.25;70.96;71.24;9;B;74.29;86.8;68.01;Tidak Unggul
936;59;15.86;97.71;90.78;20;A;74.09;95.94;83.86;Unggul
462;32;14.44;78.9;79.26;18;A;100.0;93.1;87.15;Unggul
430;22;19.55;75.87;80.29;16;A;70.53;84.2;74.87;Unggul
875;64;13.67;83.76;83.36;17;A;85.12;90.53;86.57;Unggul
180;13;13.85;97.62;79.34;16;B;64.57;90.47;83.54;Unggul
486;23;21.13;67.0;74.27;8;B;68.77;86.99;65.59;Tidak Unggul
332;20;16.6;58.1;70.09;12;B;75.27;85.63;82.78;Unggul
172;11;15.64;94.45;85.31;15;A;82.14;86.33;84.29;Unggul
693;28;24.75;73.77;70.44;9;B;72.28;85.97;59.95;Tidak Unggul
595;26;22.88;61.07;80.06;11;B;68.75;87.93;77.24;Tidak Unggul
223;19;11.74;82.43;88.08;19;A;100.0;91.95;89.28;Unggul
159;11;14.45;77.36;77.23;20;A;82.05;91.45;90.58;Unggul
633;25;25.32;68.96;76.07;10;B;76.21;90.83;72.63;Tidak Unggul
605;27;22.41;79.89;70.48;14;B;62.07;80.55;62.63;Tidak Unggul
715;28;25.54;52.85;77.69;8;C;77.01;81.46;75.96;Tidak Unggul
713;26;27.42;55.12;67.93;3;C;49.76;81.31;62.16;Tidak Unggul
809;29;27.9;63.34;73.68;7;C;61.06;82.18;63.61;Tidak Unggul
309;12;25.75;62.35;66.6;10;B;58.54;81.86;57.95;Tidak Unggul
163;13;12.54;76.04;79.35;16;B;87.17;87.46;86.81;Unggul
327;19;17.21;85.63;78.81;20;A;70.85;85.98;79.37;Unggul
561;20;28.05;55.82;67.34;4;C;51.68;78.14;52.01;Tidak Unggul
202;8;25.25;63.75;66.05;9;C;65.58;89.38;66.63;Tidak Unggul
557;42;13.26;92.33;91.19;19;A;88.97;94.18;83.22;Unggul
996;42;23.71;63.94;72.82;13;C;67.33;79.3;57.9;Tidak Unggul
171;9;19.0;73.81;87.47;14;B;73.86;88.62;74.62;Tidak Unggul
179;8;22.38;63.73;69.69;11;B;66.48;84.14;72.8;Tidak Unggul
852;39;21.85;86.68;75.79;11;B;70.06;87.01;66.04;Unggul
409;24;17.04;79.45;74.02;14;B;85.73;79.47;79.91;Tidak Unggul
354;9;39.33;54.59;60.34;4;C;55.36;77.32;54.08;Tidak Unggul
208;8;26.0;79.01;82.79;13;B;75.72;89.4;68.14;Tidak Unggul
620;29;21.38;73.44;75.63;8;B;73.62;87.2;75.94;Tidak Unggul
925;53;17.45;73.49;84.23;11;B;68.25;87.54;72.48;Unggul
615;33;18.64;65.56;73.3;13;B;81.17;85.99;75.48;Unggul
161;11;14.64;75.96;92.45;19;A;84.15;94.21;89.86;Unggul
780;54;14.44;92.06;83.41;18;A;94.83;94.99;96.47;Unggul
439;29;15.14;85.47;85.54;16;A;100.0;87.21;86.02;Unggul
999;39;25.62;54.93;66.01;7;C;67.18;86.91;69.1;Tidak Unggul
909;48;18.94;71.62;72.54;16;B;86.24;94.93;87.39;Unggul
503;28;17.96;76.24;74.51;10;B;80.48;84.92;65.66;Unggul
788;47;16.77;86.14;87.54;14;A;75.64;86.41;89.55;Unggul
224;10;22.4;75.69;81.58;10;B;69.33;88.94;74.14;Tidak Unggul
865;39;22.18;68.03;76.05;10;B;62.56;89.37;75.25;Tidak Unggul
710;46;15.43;85.36;83.16;18;A;95.08;91.86;80.34;Unggul
740;58;12.76;84.28;88.36;19;A;81.47;90.32;82.36;Unggul
590;26;22.69;70.42;66.63;7;B;63.7;85.66;65.96;Tidak Unggul
390;14;27.86;71.58;66.51;7;C;75.37;75.0;59.93;Tidak Unggul
303;14;21.64;64.89;75.15;11;C;68.42;86.73;72.45;Tidak Unggul
935;62;15.08;86.02;85.28;18;B;99.34;83.22;87.47;Unggul
245;17;14.41;76.12;81.84;16;B;94.37;87.98;75.95;Unggul
875;34;25.74;69.16;78.97;12;B;65.65;89.98;74.92;Tidak Unggul
443;24;18.46;75.52;67.36;13;B;84.41;95.6;70.68;Tidak Unggul
358;17;21.06;80.55;69.88;10;B;75.13;88.89;78.56;Tidak Unggul
492;26;18.92;82.46;76.98;16;A;86.12;90.24;76.87;Unggul
237;14;16.93;68.88;75.38;11;B;83.58;88.55;75.06;Unggul
967;42;23.02;74.63;73.19;10;B;56.14;86.11;68.88;Tidak Unggul
925;37;25.0;62.17;74.48;9;B;72.29;80.9;67.51;Tidak Unggul
539;18;29.94;45.0;65.2;3;C;62.7;80.29;58.58;Tidak Unggul
474;28;16.93;63.99;89.93;16;A;80.91;91.05;98.0;Unggul
981;70;14.01;90.08;85.35;17;A;96.27;96.36;79.79;Unggul
306;11;27.82;56.28;61.45;7;C;68.76;83.26;54.32;Tidak Unggul
817;40;20.42;79.63;74.62;11;B;69.2;85.23;66.88;Tidak Unggul
800;47;17.02;76.36;76.76;13;B;64.41;87.17;76.34;Unggul
782;60;13.03;90.18;88.98;20;A;100.0;95.75;92.87;Unggul
726;49;14.82;75.52;80.02;15;A;74.61;91.07;88.16;Unggul
768;26;29.54;64.55;71.73;7;C;50.17;87.37;61.1;Tidak Unggul
808;31;26.06;75.56;73.44;5;B;65.43;81.36;70.27;Tidak Unggul
286;12;23.83;49.99;76.35;9;C;48.97;78.1;72.69;Tidak Unggul
823;56;14.7;83.29;80.66;16;A;87.67;92.55;86.4;Unggul
577;20;28.85;75.13;73.12;9;C;71.87;88.55;61.73;Tidak Unggul
601;39;15.41;71.5;90.56;16;A;78.4;92.42;82.17;Unggul
761;35;21.74;74.44;82.3;11;B;79.19;87.77;71.63;Unggul
999;34;29.38;55.8;64.45;4;C;65.65;77.61;62.18;Tidak Unggul
968;51;18.98;67.46;72.02;11;B;74.89;85.1;66.89;Unggul
290;12;24.17;48.5;60.3;7;B;60.11;86.54;65.06;Tidak Unggul
232;11;21.09;78.82;81.19;11;B;72.62;89.51;64.16;Tidak Unggul
326;22;14.82;85.55;80.6;16;A;88.35;97.43;88.76;Unggul
